date,product_id,quantity,price,customer_id,region
2024-01-21,PROD-006,5,392.92,CUST-0082,EAST
2024-01-21,PROD-002,6,376.29,CUST-0103,WEST
2024-01-21,PROD-016,4,323.82,CUST-0209,EAST
2024-01-21,PROD-001,5,26.38,CUST-0478,NORTH
2024-01-21,PROD-015,3,358.99,CUST-0331,WEST
2024-01-21,PROD-012,1,17.18,CUST-0458,EAST
2024-01-21,PROD-004,8,81.84,CUST-0465,EAST
2024-01-21,PROD-015,9,181.88,CUST-0193,EAST
2024-01-21,PROD-019,4,229.51,CUST-0483,NORTH
2024-01-21,PROD-010,2,492.13,CUST-0297,SOUTH
2024-01-21,PROD-018,7,418.19,CUST-0039,EAST
2024-01-21,PROD-012,7,440.59,CUST-0161,NORTH
2024-01-21,PROD-016,2,454.42,CUST-0455,WEST
2024-01-21,PROD-004,4,231.91,CUST-0164,WEST
2024-01-21,PROD-013,1,239.84,CUST-0035,WEST
2024-01-21,PROD-004,9,291.55,CUST-0080,SOUTH
2024-01-21,PROD-019,1,62.54,CUST-0307,SOUTH
2024-01-21,PROD-011,4,421.61,CUST-0356,WEST
2024-01-21,PROD-004,4,126.06,CUST-0466,SOUTH
2024-01-21,PROD-016,9,189.29,CUST-0066,NORTH
2024-01-21,PROD-004,7,18.66,CUST-0285,SOUTH
2024-01-21,PROD-017,3,417.87,CUST-0462,NORTH
2024-01-21,PROD-005,2,348.97,CUST-0238,SOUTH
2024-01-21,PROD-001,3,120.88,CUST-0442,EAST
2024-01-21,PROD-019,4,144.76,CUST-0297,EAST
2024-01-21,PROD-005,2,197.59,CUST-0140,NORTH
2024-01-21,PROD-007,7,48.37,CUST-0389,NORTH
2024-01-21,PROD-010,1,476.89,CUST-0362,NORTH
2024-01-21,PROD-017,1,242.3,CUST-0146,NORTH
2024-01-21,PROD-018,9,136.0,CUST-0120,SOUTH
2024-01-21,PROD-015,4,317.11,CUST-0441,NORTH
2024-01-21,PROD-012,7,125.17,CUST-0270,EAST
2024-01-21,PROD-019,2,302.06,CUST-0320,SOUTH
2024-01-21,PROD-013,2,457.18,CUST-0020,SOUTH
2024-01-21,PROD-016,9,404.69,CUST-0461,WEST
2024-01-21,PROD-014,1,483.07,CUST-0293,WEST
2024-01-21,PROD-012,2,399.6,CUST-0374,NORTH
2024-01-21,PROD-013,9,40.26,CUST-0289,SOUTH
2024-01-21,PROD-003,2,143.14,CUST-0131,SOUTH
2024-01-21,PROD-009,2,490.88,CUST-0430,WEST
2024-01-21,PROD-019,7,493.23,CUST-0311,EAST
2024-01-21,PROD-009,2,44.33,CUST-0297,WEST
2024-01-21,PROD-012,2,129.42,CUST-0333,SOUTH
2024-01-21,PROD-005,8,95.24,CUST-0473,SOUTH
2024-01-21,PROD-005,7,72.63,CUST-0374,EAST
2024-01-21,PROD-003,3,242.52,CUST-0126,WEST
2024-01-21,PROD-006,1,444.43,CUST-0497,WEST
2024-01-21,PROD-002,7,456.01,CUST-0146,NORTH
2024-01-21,PROD-004,8,24.11,CUST-0044,SOUTH
2024-01-21,PROD-018,8,442.17,CUST-0367,NORTH
2024-01-21,PROD-019,4,361.51,CUST-0275,NORTH
2024-01-21,PROD-011,8,348.0,CUST-0411,WEST
2024-01-21,PROD-019,2,13.66,CUST-0167,WEST
2024-01-21,PROD-009,1,226.92,CUST-0467,NORTH
2024-01-21,PROD-015,7,197.62,CUST-0352,WEST
