date,product_id,quantity,price,customer_id,region
2024-01-14,PROD-015,1,47.46,CUST-0099,NORTH
2024-01-14,PROD-016,8,87.57,CUST-0273,NORTH
2024-01-14,PROD-013,1,418.95,CUST-0496,SOUTH
2024-01-14,PROD-013,6,287.19,CUST-0014,EAST
2024-01-14,PROD-008,6,383.32,CUST-0269,NORTH
2024-01-14,PROD-003,6,342.81,CUST-0058,NORTH
2024-01-14,PROD-002,5,162.78,CUST-0390,SOUTH
2024-01-14,PROD-018,2,172.73,CUST-0249,SOUTH
2024-01-14,PROD-014,7,214.66,CUST-0375,EAST
2024-01-14,PROD-019,3,47.63,CUST-0403,WEST
2024-01-14,PROD-004,3,207.57,CUST-0432,WEST
2024-01-14,PROD-008,8,309.8,CUST-0145,EAST
2024-01-14,PROD-011,2,61.88,CUST-0288,WEST
2024-01-14,PROD-013,6,341.15,CUST-0398,NORTH
2024-01-14,PROD-016,4,282.6,CUST-0208,WEST
2024-01-14,PROD-016,4,215.4,CUST-0284,WEST
2024-01-14,PROD-013,2,282.95,CUST-0246,WEST
2024-01-14,PROD-015,9,163.39,CUST-0450,WEST
2024-01-14,PROD-007,8,237.66,CUST-0103,SOUTH
2024-01-14,PROD-016,3,54.77,CUST-0230,SOUTH
2024-01-14,PROD-018,5,392.67,CUST-0423,WEST
2024-01-14,PROD-002,7,418.14,CUST-0390,WEST
2024-01-14,PROD-014,4,386.38,CUST-0006,WEST
2024-01-14,PROD-010,2,132.26,CUST-0378,WEST
2024-01-14,PROD-009,5,451.78,CUST-0006,WEST
2024-01-14,PROD-003,1,351.38,CUST-0447,WEST
2024-01-14,PROD-017,9,113.33,CUST-0416,SOUTH
2024-01-14,PROD-006,3,473.91,CUST-0468,SOUTH
2024-01-14,PROD-016,7,140.3,CUST-0251,SOUTH
2024-01-14,PROD-003,9,305.73,CUST-0087,SOUTH
2024-01-14,PROD-001,2,68.99,CUST-0233,NORTH
2024-01-14,PROD-010,3,444.69,CUST-0069,EAST
2024-01-14,PROD-002,8,214.89,CUST-0025,SOUTH
2024-01-14,PROD-014,9,348.3,CUST-0094,EAST
2024-01-14,PROD-009,9,334.24,CUST-0116,WEST
2024-01-14,PROD-002,3,125.15,CUST-0085,NORTH
2024-01-14,PROD-013,7,76.38,CUST-0448,SOUTH
2024-01-14,PROD-002,9,215.62,CUST-0054,EAST
2024-01-14,PROD-011,1,14.75,CUST-0483,NORTH
2024-01-14,PROD-016,6,392.99,CUST-0491,EAST
2024-01-14,PROD-015,4,487.16,CUST-0130,SOUTH
2024-01-14,PROD-015,8,453.08,CUST-0367,EAST
2024-01-14,PROD-014,8,55.67,CUST-0141,SOUTH
2024-01-14,PROD-011,1,118.67,CUST-0465,WEST
2024-01-14,PROD-004,5,52.92,CUST-0090,WEST
2024-01-14,PROD-004,6,175.35,CUST-0076,NORTH
2024-01-14,PROD-016,7,35.13,CUST-0124,NORTH
2024-01-14,PROD-005,3,247.35,CUST-0431,SOUTH
2024-01-14,PROD-019,5,404.66,CUST-0027,EAST
2024-01-14,PROD-006,4,209.78,CUST-0224,WEST
2024-01-14,PROD-018,5,415.4,CUST-0030,NORTH
2024-01-14,PROD-019,7,403.4,CUST-0427,SOUTH
2024-01-14,PROD-004,6,175.28,CUST-0367,WEST
2024-01-14,PROD-009,7,64.46,CUST-0038,SOUTH
2024-01-14,PROD-015,9,79.14,CUST-0288,WEST
2024-01-14,PROD-018,2,32.19,CUST-0343,SOUTH
2024-01-14,PROD-011,5,50.19,CUST-0324,NORTH
2024-01-14,PROD-012,2,24.71,CUST-0137,SOUTH
2024-01-14,PROD-007,4,488.87,CUST-0478,EAST
2024-01-14,PROD-003,9,258.47,CUST-0415,EAST
2024-01-14,PROD-002,4,228.76,CUST-0194,WEST
2024-01-14,PROD-017,7,467.87,CUST-0107,WEST
2024-01-14,PROD-001,7,58.78,CUST-0327,SOUTH
2024-01-14,PROD-015,2,134.26,CUST-0209,NORTH
2024-01-14,PROD-011,1,329.53,CUST-0181,SOUTH
2024-01-14,PROD-007,2,305.21,CUST-0260,WEST
2024-01-14,PROD-019,8,55.7,CUST-0331,NORTH
2024-01-14,PROD-003,3,341.48,CUST-0369,SOUTH
2024-01-14,PROD-002,1,344.44,CUST-0316,SOUTH
2024-01-14,PROD-006,9,19.01,CUST-0266,WEST
2024-01-14,PROD-010,8,168.67,CUST-0361,SOUTH
2024-01-14,PROD-010,5,328.71,CUST-0237,SOUTH
2024-01-14,PROD-018,9,498.49,CUST-0160,SOUTH
2024-01-14,PROD-002,8,71.93,CUST-0346,NORTH
2024-01-14,PROD-010,9,136.71,CUST-0276,EAST
2024-01-14,PROD-002,1,339.7,CUST-0164,WEST
2024-01-14,PROD-002,9,483.0,CUST-0285,EAST
2024-01-14,PROD-012,5,292.67,CUST-0125,EAST
2024-01-14,PROD-010,5,304.45,CUST-0398,SOUTH
2024-01-14,PROD-012,6,80.21,CUST-0036,NORTH
2024-01-14,PROD-004,6,267.48,CUST-0336,NORTH
2024-01-14,PROD-004,8,398.17,CUST-0417,NORTH
2024-01-14,PROD-004,4,473.5,CUST-0195,EAST
2024-01-14,PROD-013,5,334.3,CUST-0104,EAST
2024-01-14,PROD-014,7,17.96,CUST-0198,WEST
2024-01-14,PROD-016,1,335.88,CUST-0142,NORTH
2024-01-14,PROD-007,1,417.44,CUST-0495,WEST
2024-01-14,PROD-002,5,60.68,CUST-0372,EAST
2024-01-14,PROD-008,1,16.68,CUST-0355,NORTH
2024-01-14,PROD-019,6,55.13,CUST-0288,WEST
2024-01-14,PROD-013,4,287.22,CUST-0201,NORTH
