date,product_id,quantity,price,customer_id,region
2024-01-31,PROD-015,7,154.41,CUST-0235,EAST
2024-01-31,PROD-010,8,495.58,CUST-0120,EAST
2024-01-31,PROD-017,6,203.55,CUST-0293,SOUTH
2024-01-31,PROD-017,6,165.18,CUST-0216,NORTH
2024-01-31,PROD-016,6,11.39,CUST-0289,SOUTH
2024-01-31,PROD-005,5,387.81,CUST-0465,WEST
2024-01-31,PROD-001,9,159.65,CUST-0266,WEST
2024-01-31,PROD-007,8,464.01,CUST-0413,WEST
2024-01-31,PROD-012,1,189.83,CUST-0282,WEST
2024-01-31,PROD-019,5,369.37,CUST-0058,NORTH
2024-01-31,PROD-002,7,132.11,CUST-0271,NORTH
2024-01-31,PROD-003,9,186.18,CUST-0251,EAST
2024-01-31,PROD-006,4,109.47,CUST-0149,EAST
2024-01-31,PROD-005,4,34.08,CUST-0227,NORTH
2024-01-31,PROD-018,2,333.59,CUST-0322,NORTH
2024-01-31,PROD-015,5,186.36,CUST-0293,NORTH
2024-01-31,PROD-003,3,400.92,CUST-0380,WEST
2024-01-31,PROD-018,4,131.13,CUST-0448,SOUTH
2024-01-31,PROD-016,8,98.52,CUST-0135,NORTH
2024-01-31,PROD-008,5,51.94,CUST-0159,EAST
2024-01-31,PROD-012,3,16.84,CUST-0167,WEST
2024-01-31,PROD-005,9,351.06,CUST-0182,SOUTH
2024-01-31,PROD-014,7,75.54,CUST-0093,NORTH
2024-01-31,PROD-004,3,26.49,CUST-0273,NORTH
2024-01-31,PROD-013,1,97.86,CUST-0472,NORTH
2024-01-31,PROD-007,3,171.4,CUST-0114,EAST
2024-01-31,PROD-011,5,485.03,CUST-0050,WEST
2024-01-31,PROD-005,5,387.95,CUST-0140,SOUTH
2024-01-31,PROD-003,8,352.15,CUST-0178,NORTH
2024-01-31,PROD-013,7,244.91,CUST-0190,WEST
2024-01-31,PROD-015,5,29.76,CUST-0300,SOUTH
2024-01-31,PROD-006,3,175.5,CUST-0415,EAST
2024-01-31,PROD-003,7,243.61,CUST-0082,SOUTH
2024-01-31,PROD-013,2,473.43,CUST-0252,EAST
2024-01-31,PROD-003,7,48.54,CUST-0058,WEST
2024-01-31,PROD-007,9,351.15,CUST-0072,NORTH
2024-01-31,PROD-014,5,41.85,CUST-0339,NORTH
2024-01-31,PROD-016,8,452.52,CUST-0356,WEST
2024-01-31,PROD-007,6,220.05,CUST-0245,NORTH
2024-01-31,PROD-010,2,205.22,CUST-0260,WEST
2024-01-31,PROD-011,1,236.68,CUST-0057,SOUTH
2024-01-31,PROD-011,7,16.09,CUST-0417,EAST
2024-01-31,PROD-016,6,26.08,CUST-0327,SOUTH
2024-01-31,PROD-012,5,416.72,CUST-0171,WEST
2024-01-31,PROD-009,1,106.68,CUST-0326,EAST
2024-01-31,PROD-011,9,270.12,CUST-0454,EAST
2024-01-31,PROD-016,4,15.07,CUST-0421,NORTH
2024-01-31,PROD-004,2,328.89,CUST-0425,WEST
2024-01-31,PROD-017,7,65.42,CUST-0065,NORTH
2024-01-31,PROD-015,2,294.56,CUST-0158,SOUTH
2024-01-31,PROD-010,8,292.0,CUST-0072,EAST
2024-01-31,PROD-018,8,334.82,CUST-0140,NORTH
2024-01-31,PROD-012,9,240.48,CUST-0238,EAST
2024-01-31,PROD-013,6,485.08,CUST-0083,WEST
2024-01-31,PROD-019,9,41.62,CUST-0164,SOUTH
2024-01-31,PROD-008,8,405.53,CUST-0325,NORTH
2024-01-31,PROD-010,7,295.83,CUST-0474,SOUTH
2024-01-31,PROD-007,4,426.88,CUST-0037,NORTH
2024-01-31,PROD-018,7,10.78,CUST-0187,NORTH
2024-01-31,PROD-004,3,498.59,CUST-0035,EAST
2024-01-31,PROD-008,9,83.43,CUST-0197,WEST
2024-01-31,PROD-014,6,73.87,CUST-0484,WEST
2024-01-31,PROD-019,5,10.77,CUST-0208,NORTH
2024-01-31,PROD-013,6,297.97,CUST-0008,NORTH
2024-01-31,PROD-008,8,215.77,CUST-0493,EAST
2024-01-31,PROD-004,4,212.82,CUST-0318,EAST
2024-01-31,PROD-013,9,276.03,CUST-0234,NORTH
2024-01-31,PROD-012,1,286.89,CUST-0136,WEST
2024-01-31,PROD-014,1,394.98,CUST-0135,EAST
2024-01-31,PROD-017,3,226.36,CUST-0457,WEST
