date,product_id,quantity,price,customer_id,region
2024-01-17,PROD-018,4,247.97,CUST-0273,EAST
2024-01-17,PROD-013,7,430.04,CUST-0034,WEST
2024-01-17,PROD-006,8,57.78,CUST-0134,NORTH
2024-01-17,PROD-017,8,123.33,CUST-0383,EAST
2024-01-17,PROD-002,3,96.79,CUST-0189,SOUTH
2024-01-17,PROD-019,5,344.5,CUST-0359,SOUTH
2024-01-17,PROD-008,3,473.42,CUST-0224,SOUTH
2024-01-17,PROD-007,9,493.42,CUST-0157,EAST
2024-01-17,PROD-008,8,326.95,CUST-0035,EAST
2024-01-17,PROD-003,6,160.5,CUST-0007,EAST
2024-01-17,PROD-001,6,53.19,CUST-0087,NORTH
2024-01-17,PROD-011,5,321.66,CUST-0063,WEST
2024-01-17,PROD-005,9,160.86,CUST-0209,EAST
2024-01-17,PROD-016,5,490.81,CUST-0003,WEST
2024-01-17,PROD-015,3,421.04,CUST-0447,WEST
2024-01-17,PROD-017,8,78.23,CUST-0338,SOUTH
2024-01-17,PROD-014,2,33.13,CUST-0070,EAST
2024-01-17,PROD-015,2,319.37,CUST-0264,EAST
2024-01-17,PROD-003,9,74.82,CUST-0488,WEST
2024-01-17,PROD-017,1,37.52,CUST-0079,WEST
2024-01-17,PROD-014,9,94.08,CUST-0082,SOUTH
2024-01-17,PROD-007,7,257.71,CUST-0253,NORTH
2024-01-17,PROD-006,8,204.41,CUST-0386,NORTH
2024-01-17,PROD-005,9,301.73,CUST-0093,WEST
2024-01-17,PROD-003,5,411.92,CUST-0122,WEST
2024-01-17,PROD-017,1,145.67,CUST-0130,WEST
2024-01-17,PROD-007,2,375.72,CUST-0081,EAST
2024-01-17,PROD-005,5,461.14,CUST-0016,EAST
2024-01-17,PROD-009,5,110.08,CUST-0197,SOUTH
2024-01-17,PROD-002,9,281.37,CUST-0342,WEST
2024-01-17,PROD-002,7,378.9,CUST-0251,SOUTH
2024-01-17,PROD-001,2,364.16,CUST-0383,NORTH
2024-01-17,PROD-001,8,160.77,CUST-0125,SOUTH
2024-01-17,PROD-011,1,362.17,CUST-0105,EAST
2024-01-17,PROD-004,6,62.93,CUST-0290,EAST
2024-01-17,PROD-018,8,29.09,CUST-0013,WEST
2024-01-17,PROD-018,6,177.21,CUST-0229,EAST
2024-01-17,PROD-007,1,432.11,CUST-0407,SOUTH
2024-01-17,PROD-019,2,235.76,CUST-0323,EAST
2024-01-17,PROD-018,7,379.74,CUST-0470,SOUTH
2024-01-17,PROD-001,4,496.15,CUST-0052,SOUTH
2024-01-17,PROD-011,5,271.98,CUST-0009,EAST
2024-01-17,PROD-015,3,69.72,CUST-0198,WEST
2024-01-17,PROD-006,8,160.83,CUST-0241,NORTH
2024-01-17,PROD-015,7,101.69,CUST-0319,NORTH
2024-01-17,PROD-003,6,488.97,CUST-0126,NORTH
2024-01-17,PROD-019,9,273.15,CUST-0449,EAST
2024-01-17,PROD-016,2,155.85,CUST-0273,SOUTH
2024-01-17,PROD-014,7,90.5,CUST-0110,WEST
2024-01-17,PROD-003,8,148.97,CUST-0057,WEST
2024-01-17,PROD-002,3,382.83,CUST-0385,WEST
2024-01-17,PROD-006,5,94.22,CUST-0385,EAST
2024-01-17,PROD-016,6,16.48,CUST-0336,WEST
2024-01-17,PROD-001,4,468.05,CUST-0171,NORTH
2024-01-17,PROD-007,5,149.25,CUST-0335,SOUTH
2024-01-17,PROD-014,4,379.72,CUST-0016,EAST
2024-01-17,PROD-019,2,92.11,CUST-0125,NORTH
