date,product_id,quantity,price,customer_id,region
2024-01-27,PROD-017,8,221.89,CUST-0068,SOUTH
2024-01-27,PROD-010,1,38.55,CUST-0063,WEST
2024-01-27,PROD-001,1,289.84,CUST-0103,EAST
2024-01-27,PROD-015,2,327.57,CUST-0152,NORTH
2024-01-27,PROD-011,6,161.83,CUST-0297,EAST
2024-01-27,PROD-009,4,380.44,CUST-0065,NORTH
2024-01-27,PROD-012,5,419.43,CUST-0210,EAST
2024-01-27,PROD-006,7,445.98,CUST-0104,WEST
2024-01-27,PROD-014,7,310.57,CUST-0276,EAST
2024-01-27,PROD-007,9,129.93,CUST-0496,NORTH
2024-01-27,PROD-007,5,459.96,CUST-0242,EAST
2024-01-27,PROD-015,5,263.39,CUST-0056,WEST
2024-01-27,PROD-004,9,15.29,CUST-0381,WEST
2024-01-27,PROD-013,8,271.68,CUST-0408,EAST
2024-01-27,PROD-001,6,146.29,CUST-0062,SOUTH
2024-01-27,PROD-011,2,148.51,CUST-0090,WEST
2024-01-27,PROD-006,7,384.34,CUST-0086,SOUTH
2024-01-27,PROD-011,9,106.75,CUST-0287,EAST
2024-01-27,PROD-009,3,331.54,CUST-0277,WEST
2024-01-27,PROD-002,9,362.78,CUST-0376,WEST
2024-01-27,PROD-006,5,312.73,CUST-0436,EAST
2024-01-27,PROD-001,5,446.21,CUST-0192,EAST
2024-01-27,PROD-014,3,263.98,CUST-0271,SOUTH
2024-01-27,PROD-009,5,371.16,CUST-0422,SOUTH
2024-01-27,PROD-018,7,224.87,CUST-0480,EAST
2024-01-27,PROD-006,8,453.43,CUST-0299,WEST
2024-01-27,PROD-019,3,405.79,CUST-0122,EAST
2024-01-27,PROD-013,8,233.49,CUST-0356,SOUTH
2024-01-27,PROD-017,4,210.68,CUST-0061,EAST
2024-01-27,PROD-004,9,461.89,CUST-0111,SOUTH
2024-01-27,PROD-017,6,306.48,CUST-0099,EAST
2024-01-27,PROD-018,6,381.2,CUST-0240,EAST
2024-01-27,PROD-003,7,138.89,CUST-0165,EAST
2024-01-27,PROD-015,8,139.89,CUST-0339,WEST
2024-01-27,PROD-015,7,264.02,CUST-0334,NORTH
2024-01-27,PROD-009,3,99.95,CUST-0375,EAST
2024-01-27,PROD-007,3,197.75,CUST-0250,EAST
2024-01-27,PROD-002,9,437.36,CUST-0109,WEST
2024-01-27,PROD-006,6,393.0,CUST-0283,EAST
2024-01-27,PROD-005,9,59.57,CUST-0327,EAST
2024-01-27,PROD-015,9,486.96,CUST-0013,EAST
2024-01-27,PROD-013,6,135.04,CUST-0221,NORTH
2024-01-27,PROD-010,4,289.04,CUST-0274,EAST
2024-01-27,PROD-016,1,226.77,CUST-0124,SOUTH
2024-01-27,PROD-009,9,310.45,CUST-0439,SOUTH
2024-01-27,PROD-015,2,411.52,CUST-0320,WEST
2024-01-27,PROD-007,4,270.65,CUST-0155,NORTH
2024-01-27,PROD-006,7,432.76,CUST-0282,NORTH
2024-01-27,PROD-004,9,458.03,CUST-0306,SOUTH
2024-01-27,PROD-011,1,34.75,CUST-0111,SOUTH
2024-01-27,PROD-016,5,227.8,CUST-0139,EAST
2024-01-27,PROD-006,1,338.28,CUST-0205,SOUTH
2024-01-27,PROD-005,2,229.5,CUST-0128,EAST
2024-01-27,PROD-005,4,70.41,CUST-0064,EAST
2024-01-27,PROD-010,2,333.34,CUST-0405,WEST
2024-01-27,PROD-013,1,496.37,CUST-0289,SOUTH
2024-01-27,PROD-013,1,268.47,CUST-0297,SOUTH
2024-01-27,PROD-017,8,475.42,CUST-0056,NORTH
2024-01-27,PROD-012,5,481.31,CUST-0390,NORTH
2024-01-27,PROD-001,9,324.96,CUST-0490,SOUTH
2024-01-27,PROD-003,1,330.06,CUST-0491,NORTH
2024-01-27,PROD-018,2,402.79,CUST-0145,WEST
2024-01-27,PROD-014,4,193.03,CUST-0049,WEST
2024-01-27,PROD-018,3,359.81,CUST-0050,WEST
2024-01-27,PROD-017,2,84.21,CUST-0170,EAST
2024-01-27,PROD-001,7,12.65,CUST-0280,NORTH
2024-01-27,PROD-016,2,226.94,CUST-0088,NORTH
2024-01-27,PROD-012,1,307.77,CUST-0476,NORTH
2024-01-27,PROD-015,3,104.96,CUST-0074,NORTH
2024-01-27,PROD-012,9,102.31,CUST-0227,NORTH
2024-01-27,PROD-014,5,124.69,CUST-0135,WEST
2024-01-27,PROD-011,4,204.18,CUST-0310,EAST
