date,product_id,quantity,price,customer_id,region
2024-01-09,PROD-012,2,198.28,CUST-0195,WEST
2024-01-09,PROD-012,9,221.18,CUST-0360,EAST
2024-01-09,PROD-016,9,23.44,CUST-0380,NORTH
2024-01-09,PROD-007,2,91.76,CUST-0421,EAST
2024-01-09,PROD-004,5,446.15,CUST-0193,EAST
2024-01-09,PROD-019,2,322.08,CUST-0427,EAST
2024-01-09,PROD-011,1,59.62,CUST-0064,NORTH
2024-01-09,PROD-008,2,422.44,CUST-0440,WEST
2024-01-09,PROD-006,1,61.58,CUST-0113,NORTH
2024-01-09,PROD-018,5,121.96,CUST-0344,EAST
2024-01-09,PROD-003,4,58.66,CUST-0430,SOUTH
2024-01-09,PROD-011,3,21.44,CUST-0315,NORTH
2024-01-09,PROD-015,5,151.73,CUST-0485,SOUTH
2024-01-09,PROD-005,5,242.26,CUST-0134,WEST
2024-01-09,PROD-018,9,492.17,CUST-0077,EAST
2024-01-09,PROD-015,4,25.16,CUST-0224,WEST
2024-01-09,PROD-004,5,85.53,CUST-0305,NORTH
2024-01-09,PROD-002,6,130.98,CUST-0343,EAST
2024-01-09,PROD-003,2,137.07,CUST-0051,SOUTH
2024-01-09,PROD-017,5,177.8,CUST-0492,NORTH
2024-01-09,PROD-012,7,276.97,CUST-0385,WEST
2024-01-09,PROD-003,2,249.56,CUST-0435,NORTH
2024-01-09,PROD-017,3,441.35,CUST-0104,SOUTH
2024-01-09,PROD-019,5,368.1,CUST-0008,WEST
2024-01-09,PROD-005,1,358.33,CUST-0374,EAST
2024-01-09,PROD-002,6,271.36,CUST-0140,SOUTH
2024-01-09,PROD-011,7,71.16,CUST-0465,WEST
2024-01-09,PROD-009,6,82.91,CUST-0147,SOUTH
2024-01-09,PROD-016,4,433.14,CUST-0183,SOUTH
2024-01-09,PROD-004,6,266.0,CUST-0446,WEST
2024-01-09,PROD-015,9,187.51,CUST-0465,EAST
2024-01-09,PROD-014,2,227.29,CUST-0175,EAST
2024-01-09,PROD-015,4,405.23,CUST-0163,WEST
2024-01-09,PROD-009,8,428.44,CUST-0337,NORTH
2024-01-09,PROD-017,1,447.61,CUST-0147,EAST
2024-01-09,PROD-006,3,229.68,CUST-0013,EAST
2024-01-09,PROD-014,7,19.37,CUST-0480,SOUTH
2024-01-09,PROD-011,3,349.34,CUST-0298,WEST
2024-01-09,PROD-016,2,173.37,CUST-0035,WEST
2024-01-09,PROD-015,3,498.93,CUST-0264,SOUTH
2024-01-09,PROD-017,8,154.36,CUST-0135,EAST
2024-01-09,PROD-001,4,418.73,CUST-0001,EAST
2024-01-09,PROD-005,8,469.17,CUST-0188,WEST
2024-01-09,PROD-009,1,424.5,CUST-0194,EAST
2024-01-09,PROD-008,7,248.94,CUST-0430,SOUTH
2024-01-09,PROD-004,6,160.01,CUST-0072,EAST
2024-01-09,PROD-014,2,12.98,CUST-0083,EAST
2024-01-09,PROD-006,2,47.66,CUST-0375,SOUTH
2024-01-09,PROD-010,6,34.61,CUST-0450,SOUTH
2024-01-09,PROD-013,8,154.69,CUST-0290,EAST
2024-01-09,PROD-003,8,153.33,CUST-0120,SOUTH
2024-01-09,PROD-007,5,422.69,CUST-0401,NORTH
2024-01-09,PROD-013,5,115.17,CUST-0275,NORTH
2024-01-09,PROD-017,7,256.51,CUST-0446,SOUTH
2024-01-09,PROD-010,4,316.14,CUST-0052,WEST
2024-01-09,PROD-018,2,359.84,CUST-0053,WEST
2024-01-09,PROD-015,6,286.01,CUST-0260,NORTH
2024-01-09,PROD-008,2,206.71,CUST-0415,SOUTH
2024-01-09,PROD-002,2,413.65,CUST-0127,EAST
2024-01-09,PROD-009,1,165.62,CUST-0479,NORTH
2024-01-09,PROD-018,6,356.42,CUST-0343,WEST
2024-01-09,PROD-018,8,11.87,CUST-0325,WEST
2024-01-09,PROD-011,9,186.51,CUST-0147,NORTH
2024-01-09,PROD-002,4,396.58,CUST-0399,EAST
2024-01-09,PROD-013,3,455.87,CUST-0112,WEST
2024-01-09,PROD-012,3,53.75,CUST-0186,EAST
2024-01-09,PROD-001,9,354.89,CUST-0394,EAST
2024-01-09,PROD-011,5,483.36,CUST-0364,EAST
2024-01-09,PROD-017,4,354.24,CUST-0094,NORTH
2024-01-09,PROD-019,3,325.63,CUST-0298,NORTH
2024-01-09,PROD-005,6,478.83,CUST-0028,WEST
2024-01-09,PROD-009,3,234.27,CUST-0146,WEST
2024-01-09,PROD-014,3,191.21,CUST-0380,EAST
2024-01-09,PROD-009,2,280.51,CUST-0100,EAST
2024-01-09,PROD-002,9,332.1,CUST-0459,SOUTH
2024-01-09,PROD-001,4,342.13,CUST-0173,NORTH
2024-01-09,PROD-002,9,76.93,CUST-0263,WEST
2024-01-09,PROD-018,3,164.66,CUST-0492,WEST
2024-01-09,PROD-008,6,107.62,CUST-0356,NORTH
